1771900679.278, 1.011, 0.005, 13
1771900679.378, 1.013, -0.000, 12
1771900679.478, 0.992, -0.001, 13
1771900679.578, 1.007, -0.014, 12
1771900679.678, 0.993, -0.013, 13
1771900679.778, 1.006, -0.004, 13
1771900679.878, 0.999, 0.001, 12
1771900679.978, 1.008, 0.008, 12
1771900680.078, 1.001, -0.002, 12
1771900680.178, 1.001, -0.005, 13
1771900680.278, 1.005, -0.002, 12
1771900680.378, 1.011, 0.010, 13
1771900680.478, 1.003, -0.000, 13
1771900680.578, 1.007, 0.004, 12
1771900680.678, 0.997, -0.001, 13
1771900680.778, 1.008, 0.002, 12
1771900680.878, 1.010, 0.008, 13
1771900680.978, 1.001, -0.008, 12
1771900681.078, 1.002, -0.004, 12
1771900681.178, 1.007, -0.001, 13
1771900681.278, 1.007, 0.004, 12
1771900681.378, 1.014, 0.011, 13
1771900681.478, 0.993, -0.010, 12
1771900681.578, 1.000, 0.006, 13
1771900681.678, 1.001, -0.007, 12
1771900681.778, 0.998, -0.001, 13
1771900681.878, 1.001, -0.003, 13
1771900681.978, 0.999, -0.002, 12
1771900682.078, 1.009, 0.006, 13
1771900682.178, 1.007, 0.008, 11
1771900682.278, 1.008, 0.009, 13
1771900682.378, 1.003, 0.002, 12
1771900682.478, 1.008, -0.001, 13
1771900682.578, 1.008, 0.005, 13
1771900682.678, 1.000, 0.000, 12
1771900682.778, 1.003, -0.008, 13
1771900682.878, 0.995, -0.006, 12
1771900682.978, 1.000, 0.002, 13
1771900683.078, 1.004, 0.002, 12
1771900683.178, 1.003, 0.002, 13
1771900683.278, 1.004, -0.003, 13
1771900683.378, 1.005, 0.005, 12
1771900683.478, 1.008, 0.007, 13
1771900683.578, 1.000, 0.004, 12
1771900683.678, 1.011, 0.004, 13
1771900683.778, 1.004, -0.003, 12
1771900683.878, 1.008, 0.004, 13
1771900683.978, 1.004, 0.001, 13
1771900684.078, 1.003, -0.003, 12
1771900684.178, 1.004, 0.001, 13
1771900684.278, 1.002, -0.005, 12
1771900684.378, 0.997, -0.004, 13
1771900684.478, 0.998, 0.000, 12
1771900684.578, 1.002, -0.004, 13
1771900684.678, 0.992, -0.009, 13
1771900684.778, 1.006, -0.005, 12
1771900684.878, 1.004, -0.001, 13
1771900684.978, 1.016, 0.007, 12
1771900685.078, 1.006, 0.009, 13
1771901582.171, 0.996, 0.018, 12
1771901582.271, 0.990, -0.006, 13
1771901582.371, 0.996, -0.003, 12
1771901582.471, 1.004, 0.001, 12
1771901582.571, 0.996, -0.004, 12
1771901582.671, 0.998, 0.006, 13
1771901582.771, 0.997, 0.002, 12
1771901582.871, 0.992, 0.001, 13
1771901582.971, 0.994, -0.001, 13
1771901583.071, 0.992, -0.008, 12
1771901583.171, 1.000, -0.001, 13
1771901583.271, 0.996, 0.006, 12
1771901583.371, 0.998, -0.004, 13
1771901583.471, 1.003, 0.009, 12
1771901583.571, 0.995, 0.007, 13
1771901583.671, 0.993, -0.008, 13
1771901583.771, 0.997, -0.004, 12
1771901583.871, 0.996, -0.000, 13
1771901583.971, 0.999, 0.001, 12
1771901584.071, 0.998, 0.003, 13
1771901584.171, 0.993, 0.000, 13
1771901584.271, 0.993, -0.005, 12
